,text,lang
986,wow pass m hee hai,2
15832,band kar ne ka,2
21161,he also won the lady byng memorial trophy for the fourth consecutive season,1
10732, sk anna fans hit a like,3
6095,main article list of laws in science,1
19384, padippa mattum namma kitterndhu edukkuvey mudiyathu....,3
20730, jayyetta katta mass .thrilling experience .katta waiting along with mamaankam.jayettan fans adi like.mammookka too,4
6953,all the best super star rajnikanth గారు from రామ్ చరణ్ ఫ్యాన్,3
6479, simran enabha trishava katlum younga iruku. wow,3
7938,aur bhaee kyon,2
4896,it also goes by the name capchude an engrish term for captured,1
4137,ente ammoo. ith polichuu.. raajuvetta all de best.,4
14168,apana size batao babe,2
6180,alis legs however were bleeding leading to an infection,1
6618,note that very neatly  just as expected,1
16567,i could not forgive his treachery,1
20748,but maana kaise karoon,2
13442,tend are was an,1
10694,the per capita income for the village was 9368 ,1
7894, enna mathiri thala veriyarkal oru like podunga,3
5420, dislike myrolikalk ulla kandam madhurayil orukkiyittund enn parayan paranju....,4
21967, massssssssssss looooookkkk thalaaaaaa vera level,3
18147, paat pole alla mone..... ith polikkum,4
16764,lake view high school has several state championship titles in various sports predominately football and baseball,1
20692,the small original improvements,1
10574, super waiting ikka fans like idh madhura raja daaaa,4
17084,instagram use nahin karate ham,2
17415, getha nanthu varaa gate a yellam kadanthu varaaaa......tha podra vediya..........tharamana sambavam,3
7709,the saint quiriace collegiate church is located here,1
8612, ikka.......trailer powli..  frm a10 fan,4
2743, ithaanu a10...hatersinte vaayil adichu kayatiya adaar item...lusifer,4
14040, oru shortfilm aanu pattumenkil onn kaanuka,4
19721, 17k view,4
10147, sk fans saapra valthukkal pa,3
19328, murali gopi ningalude dialogue pwoliyaanu. ..mwthe,4
18768,par mujhe shak pahale hee ho gaya tha,2
15998,the province is divided in four cantons,1
4237, trailer la nalla thaan iruku ana sound thaan keka matingudhu,3
10155, marana mass thalaiva  love you,3
4279,basically you are from bihar,2
4966,his successors continued this practice,1
18386," i love you thalaivaaaaaaaaaaaaaaaaa....... neengatha eppayume mass, box office king",3
6048, ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram,4
14312,later manzarek asked morrison to join the band morrison accepted,1
7641,randell mills founded the company in 1991 ,1
11880,the jewish primer by shmuel himelstein,1
17200,nta ponnu muthu maniyeeee  lalataaaaaaaaaaa,4
22148, 70 % looks like rohit shettys  dilwale.,3
10788,oh kya kuchh bolo,2
8669,the green tax shift is explained  here,1
5111,chalo aake baat karate hain,2
1882, jayasurya entry ulla bgm   arjun reddy pole arkenkilum thonniyoo,4
15648,it remains an important target for potential eu funding,1
18524, pls hindi me dubbed  krna  kyu ...,3
9525,it is less extractive and is approximately 30 less able to be absorbed by the body,1
15010,can state this mostly,1
14238, after panjaa yuvan music for pawan kalyan sir,3
20131,a monster with six heads,1
13544,koee gate knock kar raha tha paas vaale room ka,2
20333,the corzines divorced the following year,1
18338,of great significance were cabots reports of immensely rich fishing waters,1
17119, evanla  2.o nalla illanu soprano available oru manusane illa,3
7086, who was waiting war 2.0movie hit like,3
13111, trailer nannayittund.  dialogues n punch pora...  onnoode kidilan aakamayirunnu,4
2817,in formed 1lt infrastructural,1
14393,ഇജ്ജാതി bgm..  power full mass entertainer loading......,4
3371,ham ghar mein hindi ya haryanvi bolate hai,2
13546,ministry of canadian heritage commonwealth day,1
14172,another example is glutathione which is made from amino acids,1
9715, deleep atta padam orappu maga hit,4
6333, kandippa vera maari iruka poguthu thala oda carrer la best mve ah iruka poguthu,3
3228,tho kabhee bhee kiseeka bhee wait kar sakate ho,2
17186,guinness mein jaane bol usako phir,2
947,dhanush action sema anaa itha padam kathyei sathi aatipadiyana movie vanmurai thutum,3
15174, last dialogue ellarum kettingala trailer ah full ah parunga semma dialogue,3
14382,for a r rahman hit like,3
18454,please jhooth mat bolana kach,2
7727, thala pola varuma  thala eppavume mass vera leval,3
19736,both are outspoken advocates for veterans and animal rights,1
1254,but pakistans aggressive intentions were also focused on kashmir,1
6710,enada posukunu virginia ilaya nu ketuta?,3
4060,ippolm repeat adich kanunnavar ivde like,4
5935,this thesis has come to be known as holism,1
1017, kattakk wait cheyyunnavarkk like adikkan ulla stalam.. 🤩,4
19261,the m40 was originally designed by jack cutty and neill goddard,1
12922,tum male hee ho na,2
1201, intha padam rajini nalaye nasamaga pothu...,3
5355, petta  poteringala anna end lover kanti please anna,3
9444,dhanush act pola yendha oru herokkum varathu crttunnu solravunga like pannuga,3
15511, paravala semma mokkayatha iruku irunthalum pappom yenna pannida poranga,3
10874, katta ikka fans unddegil like adi..,4
11541,pooja jee kamaal karatee ho aap bhee,2
3081,indha rajni ah pakka dhan kola waiting...,3
12060, 0:28 shaktimaan parle-g biscuit saptunaanum sinna vayasula jump panni parakka  try pannirukken 90's pasanga da 🤣,3
22761,name bolana h batao,2
4208,malayalam kandathil vechu ettavum adar trailer,4
20237,great and what is experience using that appication,2
5854,mass  ikka  terror bgm ithu pwolikum,4
6213, indha trailer ku en da unlike panirkinga 🤦‍,3
16310,english tough h yaar,2
1951,onne poyeda mugath puttiyum adich oronne iragiyekum mega star,4
4012,unfortunate for you bhaiya,2
17939,fluffy thinking financial times website,1
5306,these robinson settling age,1
15546,raaja lucifer oru day irangiyirunnel lucifer moonjiyene......,4
12929,jo pahanate hai,2
22112,sustainable food leaders letter to chipotle ceo steve ells,1
16539,rosselli castrato article in the new grove dictionary of music and musicians 2001 ,1
18049, kochi polee tirssur gundakaludee place aakuoo cinemakarrr.....trailer kollam...,4
11964,the gestation period is approximately eleven months,1
1537,grandy has three children marya monica and charlie,1
360, kollakolli item enne paraju kettate ullu eppol kando first day locked,4
2179, vera level  thalaiva love u,3
2606,hey facebook pe advertisement hote hai,2
7515, 1st day pokum enn orapullevar mathram like,4
10623,dekha jaega vo baad mein,2
19528, uppa thanya palaya thalavir partha thrpthi vanthu irukku  semaya irukku trailer petta pongal,3
4570,naanum thala fan than ennoda channel lai subecribe (tamil jio tech indian) pannuvigala?,3
14438,he labeled it an important step forward,1
2349,samajhadaar to bachapan se hain ham,2
12039, dislike adichavanmar kku vere pani onnun ille avvo,4
10472,coalition courses   the guardian august 7 2007,1
18154, komban misha avasan senti aaaa ha anthas,4
4508, edho solla varaan paa namma ooruku... ana ennanu dha therila..,3
17847, entammoo... serikum romancham. lalettaaa,4
17168,the lowlands have mild winters averaging about ,1
3366,the assembly is unicameral with 60 member of the legislative assembly or mlas,1
7390, yuvan kaga kandippa pakkalam..siva...papom ena panrarunu,3
814, rajini + sankar + ar rahman = vera level.. intha combo kkaaga tharalaama paakalam,3
17557, 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan,4
6845, katta waiting mamangam njanum undakum november 21,4
9407, bgm marana mass.    dhanush fans like panunga,3
20960,usake aage kar ke kaun se jhande gadh loge,2
2406,vah pe liquid build,2
4631, trailer paithu mersal anivnga like podinga..,3
4904,any wikipedian here who has brushed his teeth before 1938 ,1
7794, atlee vs lokesh kanakaraj this diwali,3
16661, ithu vera levelakum urappa..... ela ikka fansinum all best....,4
11653,pallvi gupta name se meree fake identity document h,2
5939,her influence in the development of film acting was enormous,1
16812,sabhee ko girls se chat karane mein interest hai,2
285,an informal name is coastie or more recently guardian,1
9617, zee music south channelinnu erakkiya mathiyayirunnu.... sunny chechide paatu irakkumbol engilum 🤗🤗🤗,4
17917, sema sk anna and arjun sir,3
10221,stylish trailer njanoru dileepettan (malayalam actor ) fan aanu. thamiyil  rajiniye rombba pudikkum,3
19777, trailer yethra pravashyam kandenn yenikkane ariyilla,4
16607, lalettan polichu kidilam i am waiting  all lalettan fans,4
3646,too gaya be nepali,2
7931,maee bhee baat hee karoonga,2
9523, vijay won no record broken by 2.0 trailer,3
16286,nahin tum tumhaare dimaag kee tarah fake lagata hai,2
3924,where gamma is the greek alphabet letter gamma,1
20961, yennada transformers 4 padathula vara mathiri irukkum pola..(transformation),3
6599, eddu pakka telugu rangasthallam movie scene maari,3
7696, tamilrockers...full ah ni8 scenes...... uggaluku bigil or kaithi.. namaku ...,3
7368,anabolism involves three basic stages,1
4164,jaldee message karana mujhe kaam karane jaana hai,2
21050, sakthimaan fans hit likes   90s kids,3
14229,i am going to find my dildo,2
5624,main socha khush huva ke dukhee,2
5136, trailer oda last dance than evanoda nejamana character aara mental da evan,3
18808, nalla story aanel vijayikkum trailer average,4
13850, laleta you are a sensation and pritvi cheta you are a genius,4
11154, kashtepettu kura dislike..nganatha ora teams.... dislike adikana fansinte padam nala padamanena paranjitole...nganatha ora matavanmaree...kashtammm,4
3673,too government se hai kee private se,2
17861,means one week or hai birthday mein,2
2612, storyum cinemayum polikkum along with mammookka,4
22628, padam mokka ya than irukum but thala nadichathunala inum nalla varum tamil la so nerkonda parvai konjam support panunga,3
2247,kolkata mein kahaan exact,2
7998,the in spleen stranger,1
17720,voh kisee bhee college se zyaada hee seekhega,2
7337, sweet sapada poorum happy pongal 2019. petta parak,3
3521, youtube enagne  hang akathirikkum .korach koodiya item alle vannikkn,4
5417,sab achchha chal raha hai,2
41, movie kaboor ayerikkum ikka alle actor,4
713, variety laletta,4
22590,kya chaahie meree babe kaun,2
9167, innaiki nadantha sirappana sambawavam ithuthan...marana maassss thalaiva,3
955, bollywood #pink movie remakes in tamil,3
10864, tripple strong nnn paranjapam daridryam akumn vjarich....idh takarthuto....waiting...ee prayatilum thalarata aavesham....ingal vallatoru manusyan thanne,4
15033, evidayokkayo oru aada movie touch thonniyathu enikku mathram aano,4
1187, aa posteril kanda hand gotil ullatalle,4
8550, pwliii...mass ith pwlikkum raja ennum raja thaaan..,4
5446,ena getup da aphaaa... apdiyae parthutae irkalam pola irku...,3
6543, thalaivar come back in petta luv thalaivaaaaa,3
16898, 0:55 intha sec kagave teaser aa thirumbi paathavanga mattu intha comment ku like poodu,3
6283,aur batao kaisa chal raha,2
21913,1:52 mass level  fdfs urappichavar like adikku,4
17015,lessing was born in kamenz a little town in electorate of saxony,1
7699,federal aviation regulations part 91119,1
21541,former skandia ceo lars eric petersson files appeal of district court ruling newstex june 13 2006,1
4095, mammukka marana mass  ikka fans like  katta wi8 for mammangam,4
5723, e mothalin 68 age und en parnja ar vishvasikunth,4
5216, last dialog mass varaleval thala ysr music varaleval thala,3
21519,i will message you from it on your number,2
22689, dislike adich kali makkale.....  athre ninneyekkekond pattu....,4
11214, petta parraaaaakk like for petta - comment for viswasam,3
10535,the new slogan schnucks we make it easy is a nod to the companys heritage,1
5792,saath ho sabake ya akele,2
10348, 44k views.. but 56k likes ah?????? howwwww,3
18175,rta euclid corridor silverline project page  retrieved on april 6 2009 ,1
10113,sunny chechi ye kanan vanahvar like adi,4
20211, i am thalapathy fans...  nice super star anna....,3
18003, antha unlike pana kathunu iruka gumball... ena sola poreenga... trailer pathutu,3
171,vera level chiyaan vikram sir superb,3
11060, laletta adich policho laletta nigaloru muthaan ie padam vijayikom nokiko apo,4
784, mass movie. madurai rajja odikko,4
3048,the greediest owners in sports,1
9420,idi vettu sugunan illatathu valare moshamayi poyi...,4
3930, mass vjs  by sk anna fan...,3
4550, мaѕѕ  waιтιng ғor  թҽեեɑ,3
12091,1:39  kandu kozhitharichavar adi like...,4
4338, ayyyooo ika ithil gust roll aanooo,4
11385, super star rajni sar is back.....,3
15531,haan but your net problem hai,2
3334, rajni sar dhmakaa h boss is king 🦆🦆🦆🦆🦆🦆🦆🦆,3
13206,many were civilians working for the military,1
2892, daivu seidhu. ....asuran...koodamattum... release pannatheenga...apparam...panam...poachu..na... onnum...sollamudiyaathu,3
18165,"kanna indha 1, 2 ellam papa vilayatu. inga epavume thalaivar than 1.. super one....",3
19009,0.48 dhanush anna acting beast level nu solravanva like ah podunga,3
10803, hindi fan but still here hit like,3
10875,their chief is currently matthew tomaro,1
14493,bhaee time kyoo waste karate ho,2
19304, karikkinde video vare oru divasam 5million view ivide mamangathinu endu kond aa pradhanyam kodukkunnilla,4
21349,tum apanee batao maee request send karatee hu,2
598,views check panna vantha vanga like pannunga  #nkp   #thala fans,3
19098, antha alavuku elam onum ela nu nenaikuravanga like panunga.,3
6311,agar sahee nahee lagata to mana kar dete hai ignore karane vaalon mein se naee hai,2
6746,acclaimed music led zeppelin ii,1
36, super star petta pongal  petta paraak,3
18532, dei antha paravaya paathale mersal ah irruku da,3
16778, padam kanditt vannu trailer kaanane ethra perundu..?,4
22259,tumane jo bhee past tha mujhe bataaya,2
16875, super star..naa. super star..thaaa.. marana wating.........daaaaaaa...vainga..daa. .maronam..mass..maranam..thalaivar.varanum...adhuku...petta pongal..thaana..varanum.... sathiyama. sollren..aduchu...anrarveroda.  oda.vettruven.     ......,3
