,text,lang
7233, 1:42 par thoda vfx ki kami lag rhi h bhai,3
6701, vaa thaliva vaa thalaiva marana mass thailaiva   fire waiting thailva,3
8242,phir stop kar die or chat se bahaar nikal gayee,2
4628, the second ship of the sovereign class entered service the next year,1
4095, idhanu njanga paranja nadan ivananu nadan  #mammootty,4
14267,saath ho sabake ya akele,2
5776,beneath the lantern is the inscription,1
6209,of in health,1
16298,the union as peak,1
20817,to aisa bolo na,2
12912,within the algonquian subfamily there is a smaller genetic grouping of the eastern algonquian languages,1
10265,proving the claim in this case,1
8151,ar u are just amazing... music god,3
5367, unni mukundan  mammotyude  achan  aanalle,4
21975, trailor dialog goosebumps  வேற லெவல்,3
18230,pulimuruga 2.0 ethakka panda lalettan vittathaaaa... ellanne parayan pattuooo...,4
16519, in the beginning god created the heavens and the earth,1
20502,what is revolution and what was its purpose,1
10532, oru best actor feel enikk maatramaano adiche,4
17244,school mein ho ya college,2
17398, ajit annanoda eyes parunga very sharp,3
7224,the fans are quite diverse,1
8431, ikka allande aarndeda ingane okke,4
2664, tv yil padam vanna shesham trailer kanan vannavar arokke und,4
14046, ithilum valiya verupikal padam swapnagalil mathram,4
19806, trailer 15am pravashyam repeat adich kandita njn eii cmt box il vabnath ikka pwolichuuu,4
10475, 1:55 sema thala super ah sonninga,3
19449,enthu kandita dislike adikune mamooka fans. mohanlal haters step back lucifer is comeing,4
18915,apanee identity document k baare m batao main add karata hoon,2
15586,vishnu sahasranama is the essence of the mahabharata 2 ,1
4257, semma trailer hollywood movie trailer pakara mari ruku,3
10492, morning lindhu trailer pathuttu yavalo comment like pathutte erukravange like podunge,3
4498,poora naam nahin poochhee,2
4693,x men 456 psylockes telekinetic manifestations produce visible radiance in the physical world,1
18455, love u thala dulquer salmaan fans kerala,3
5979, mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam,4
13826,and very blunt and forthright,1
7165,there were 84 housing units at an average density of 16322sqnbspmi,1
11344,three species of wild rice are native to north america,1
17402, mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu,4
22132, next ulaga nayagan namma chiyan vikram thaan,3
10919,jaldee message karana mujhe kaam karane jaana hai,2
8081,was wind coastal the,1
5396,by the way are you a boy or girl,2
1809, enii orikalum nii oru film um direct cheyalle poda v asree kumari,4
15184,dichroic prisms as used in a camcorder,1
18576, real rajnikant or dupe ?? amazingly young !!!,3
9105,any abnormal motion in these maneuvers suggests a tear,1
14597,numerous medical professionals practice in helena,1
14492, @1:12 wtf manu is doing in between gandhi and ambedkar,3
20000,the company acquired combined english stores in 1987 ,1
13682,i have messaged you,2
20195,rapping can be traced back to its african roots,1
18084,kuropatkin entered the army in 1864 ,1
17110," enrum thala ajith,  eppavum ajith, ethilium ajith, ajith ajith ajith ajith ajiththan",3
7396, pazhaya rajinikanth ah paatha feeling pa....,3
13179, nairmare vendannu paranja kallamark kanich koduk ...nairmarude karuth...lalettan and prithivi...tholpikkanam ee electinu....,4
2711,its not really angry about anything,1
14462, movie kandu super movie anu nalla oru story undu,4
3686,cheedi sree raj akhil,2
13022,paul studies law at harvard,1
13707,during 1999 oldfield released two albums,1
9525, mass entertainment... oru rekshayum illa... pwoli...,4
6563, petta vs viswasam petta - like viswasam - comment,3
3505,because it does not allow,2
17334,lagata hai pulao kuchh jyaada hee achchha banatee ho,2
865,467k views 432 likes love you thala,3
15305, 1:20 to 2:29 marana massssss,3
14610, romba romba ketta payan sir intha kalli,3
18547,aata to h mujhe porn dekhi bahut h,2
8016,mass vjs semma padam ttukku vazhtugal,3
19527,iron ore is mined near caen,1
1305,a fortified monastery was built between the eleventh and fourteenth centuries,1
6995,hyhyhyhy sathiyama soldren adichi underwear oda vitruven manam pona varadhu pathuko,3
4042,urutty koll .nallavanaaya unniyaya saiju kurup engane chaagum ennariyan katta waiting,4
5536,it chronicles the 1934 nazi party congress in nuremberg,1
946, nalla punch ulla trailer mamooka jai anusree shamna ellarkum bst of luck,4
18998,34 million displaced by pakistan fighting,1
13077,bahut kam change hue ho aap aap 2012 se abhee tak,2
1156,2:8 batman: i'm i joke to you,3
5534,antha last scene la murattukalai rajini swag is back,3
9785, neenga innum ithu maariye padam eduthutu irunga! anga (malayalam industry) ipolam vera level ah padam edukuranga!,3
15564, last part music i love it,3
10861,ee sound aanu marakkarde enkil marakkare apamanikkan edukkunna padam aayirikkum. dress codellam apamanikkunna tharathila,4
11741,oho bada josh hai thare mein,2
3128, sethupathi kaga wait panravangalam kai thoongunga,3
12428, 1:37 to 1:41 idalam nanga power rangers laya pala thadava pathutom...,3
22757,mein bhee jhel raha hoon,2
4209, cinema kandittu trailer kanan vannavar adi like,4
20312,too toh mila hee abhee hai mujhe,2
5792, raja muthalla jeevana  67 vayassilum nthoru  energy  proud to be mammoka  fan,4
6455, i don't know y 26k unlike...?!,3
16421,maee aur mera dost,2
1909, toviii ichayan powlii oru kattaa tovino fan🤘,4
4239,main bhee banda he hu,2
17699,boeing leads inquiry into israeli apache crash,1
4957,multiple temples were erected in her honour,1
15790, ee  oonam ett!m@@n! kondupookum therrcha.....,4
13089,but later sentimental sa dialog maarake nikal ja,2
22050,it was produced and directed by pogus caesar for windrush productions and broadcast on carlton tv,1
16262,carlton south victoria the miegunyah press,1
18163, keralathinu purathu ninnulla anyaphashakar adi like,4
11456,returning home they were arrested,1
1639,traditionally one cap sports player is selected for each match,1
320, ullath parayallooo sidhiq ozhich bhaakki elllaaam chali actorors.... enthaaavumooo enthoooo.... comment nookiii... fayankaram ennu parayaan eee trailoril onnum illlaa...,4
2196,kaithi vera level karthi anna yepovamaa mass,3
2816,bahut kam hai disagree,2
7436, ith kgf poolee kadhaparachilanooo by indhrajith,4
10771,ho kee nikal lie,2
19500, intha maari neraiya neraiya neraiya neraiya neraiya padam venum,3
4642, wwoww.... 1.38 scene kaangga ve poiye padam pakanum......... pakka massss,3
13999,the description of the dream begins with this stanza,1
2469,bhaii isiliye nota hi dabane vaale is bar hamm,2
11981, mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta,4
10043, yahoo closing geocities web hosting service,1
18232, super waiting ikka fans like idh madhura raja daaaa,4
4585, idhan da acting ! kola mass ! saar!,3
17990, njan oru lalettan fan alla but ee teaser orupadishtamayi,4
16887,and the most general solution to this recurrence relation is,1
3191,g joris i  cells tissues and disease,1
7721, super star  marana mass& makkal selvan engayum sethupathi raja,3
720, yesterday movie paathutu trailer paaka vandhathu yaaru,3
17738, tovino machannn nivin achachanntee pillarude katta support fans  like,4
6754,onne poyeda mugath puttiyum adich oronne iragiyekum mega star,4
9750, thalaivarrr swag  vera level energy 🤘,3
21015,ya facebook pe add kar lo,2
2555,and whats yours,2
4704, he looks like a rock,3
4639,he kept his position for twenty two more yearsdrexel,1
8055, sunni like tha potrundha...but eppo viduvana,3
16827, inganeyumundo pottanmaar... pramukhanmaar... fan made aanu hey.... ha ha,4
11880,apanee identity bataee hu,2
5539,range control officer rco range go for launch,1
16956,please tell me ye kis type kee service hai,2
292,in 1758 appeared his  natural history of cornwall,1
9433, mammooka inghale njettichaalo 2019 bilalum ithokke kand romaanjam,4
17917, shruthi haasan poojai  vaaaasuuuu now akshara vasuuuu,3
10522, intha vaati banner 250 feet varnum,3
19923,suraaajjj poli soubikkaaaa we are waiting...,4
16750, ettan fan aanu  mamankathinayi katta waiting,4
3923,teree maan ko vi cudunga saali,2
8228,ho ke nikal lie bandhu,2
9867,rajani sir thirumpi vannennu sol love from kerala,3
16383,india me kahaan se,2
3670,asami asks aoyama to love only her,1
20966, sathiyama vera leval  thala nad yuvan musical,3
6853, vera level la iruku dhanush sir maranam bgm bayagarama iruku,3
7991, who the mother fuckers dislike this video,3
6882,they are the builders and technicians of malacandra,1
4373,you dont answer my question by the way,2
21024, podu naakehh🤣vikram speak malay.. mass,3
14346,ladakee ban ke baat kar raha tha,2
5915,kee hilane ka naubat aa jaaye,2
5277, thala tukaru doi...... i love u thala,3
18887, mass movie. madurai rajja odikko,4
13852, ammachee.....kidu. ( mr.sree kumar menon ithokke nokki padikk.,4
11161, ikkaa fansinu hridhayathil sookshikkan.... hatersinte annaakkil kodukkan... 2num pattiya item thanne aanu ith...,4
3942,aur bas milee hee thee,2
17982,hindi bhee nahin bol paenge to kya hee bologe,2
2563, entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa,4
22636, mass katradhuna epdi venalum katalam da.....,3
2341,kya soch raha bhaee ladakee nahi aane vaalee,2
7525,documenting the maintenance performed on each coupling along with the date,1
17785,i smell your vaginaa region above your hot pants,2
7656, dialog : க‌ல்வி mattum yaralum nammata eruthu aaduthuka mudiyathu.. vera lvl,3
3465, athoru valiya kadhaya mone...paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum.....uff ejjathi.ikkakatta waiting,4
5718,chal too jo bhee hai main ab gaalee nahin doonga,2
35, only 192k views... (11 pm) പക്ഷെ 190k like... 19k  dislike... ഇത് എങ്ങനെ...... 150k like paid അല്ലെ,4
671,ikka uyir.... happieee b'day ikka...,4
22574,between indian institute of technology se hoon toh girl friend hona koi zarooree hai,2
9502, super star awesome action stylish king rocks. petta pongal da viswasam parruppalam inga vegathuda.,3
887, real life hero sivakarthikeyan.. ippo reel life la yum hero aagitaaru,3
10849, njaan aadym vichaariche punyalan 3 aanenaa,4
15238,അടിപൊളി 120 k aayii...   bot bot,4
1148, katta waiting 28  fdfs  son of devil,4
8383, trailerinu katta waiting ayi nikkunnavar like adikku,4
5619," maranam ma iruku, sekrama movie release date sllu ga, marana waiting ah iruku",3
6796, 26 k dislikes haters romba hard work panranga. naturally .,3
16823, trailer paathu sirichavanga matum like podunga,3
6531,par english aani chaahie,2
21942, ithrem dislike adichavar malayalikal aagan vazhiyilla,4
16763,it is therefore a tax on consumer expenditure,1
7220,in the interview jones states the following,1
21408,after the war oneal resumed his law career,1
4056, idakkidakk like nokkan vannavar adi like,4
5674, lalettaaa polichu  100 cr koyyum,4
5355, manushan epadi nadikuraru paruu...paaaa......i feel .... mangatha bgm.....,3
21609,kaheen main fake to nahin,2
22682, 10million views aakkan vannavar undo....???? l a l e t t a n,4
11541, thalapathy fan ....paravale ..... expectations alavuku elle ....,3
10116,the prologues were openings of demostheness speeches,1
6132,phir se chale gaya kya,2
10615,lokesh kanagaraj next movie thalapathy 64,3
17935,however measured from its base the dome of selimiye is higher,1
9930, enna masss  bgm  gopi sunder bmg's  vere level,4
20130, inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga,3
17976,make it as 1m likes as soon as possible,3
97, verimaran  and  dhanush makes best pair,3
11089, id kanditt bestt actor movie ormma vanna arenkilum undoo,4
730, pratheeksha nallonam und,4
2919,the christmas season immediately follows advent,1
9187, mammookka nte look vere level,4
3953, koi hindi janane bala comment padh raha hai like karo,3
4631,padam  vera level la irukkum pola,3
12054,trailer bgm oru rakshayilla. movie bgm kattakkayirikkum,4
4322,kidu trailer  ikka fans like adi,4
11680, thalaaaaaaaaaaaaaaaaaaaaaaaaaa final shott thaaa vanthutanu sollu,3
15637,kal paper hai to padhale saale,2
3349, the end by chiyan “you kena tunggu lebih lama lagi untuk thosai”!!! rocking b***h!!,3
12664,david lindsay may refer to,1
2878,i took multiple views to put one like.,3
18189, thala vera level nu nenaikaravaga.. like here 🤩🤩🤩🤩🤩,3
19070, ajith fans la like pannu,3
11157,nerkonda paarvai world wide release august 8 get ready thala bloods,3
10415,it was broadcast to the dutch east indies,1
14630,haan anything hee bata do,2
19414, sunny leon undo enna poyi kananam,4
21442,electronic and communication vaalo k lie hee hai,2
513, 50k  views but 91k likes podu,3
19132, bhai meko ni paya bhale pink ki remex ho leken sir ki movie ek no hoti hhh,3
6543,yahaan thand ho rahi hai,2
6337,the per capita income for the township was 33245 ,1
16, 2.08 to 2.10 gun rotating style semma super,3
18582, 1m likes varumnu solravagga like here,3
16991, soundil  kurachukoodi  bass koodi  undayinnel kidilan,4
22305,better results k lie,2
16793,pangaaligala intha vegam paththaathu innum vegama comments ah therika vidunka,3
13520,thoda baat karane ke tareeke se lag raha tha,2
20742, ikka fan aanne  ennalum parayuva kolakolli item,4
8224,lisa p jackson is the current administrator,1
8949,try kar lio too agale pe,2
21471,hi and good morning,2
4106,even after loging out facebook,2
5760,dekho mainne immediately bees likh diya tha,2
9491, anyone here after bigil's waste trailer??? bigil-dislike kaithi-like,3
22605,chigasaki became a city in 1947,1
20554,kaha se hai,2
21572,the province is divided in four cantons,1
4347, kaapan trending no 1 any surya anna fans like here,3
15663,this is her second marriage,1
15798,anticipating protracted development of the engine it was expected that the first aircraft would use the smaller pratt  whitney j57 ,1
22210, bgm athu kalakkii muthe sambavam lesam haram kooditha to,4
19919,man pilaanee ka hoon,2
